z,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
                              14,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              15,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              16,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              17,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              18,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              19,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              20,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              21,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              22,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              23,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              24,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              25,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              26,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              27,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              28,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              29,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              30,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              31,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              32,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              33,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              34,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              35,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              36,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              37,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              38,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              39,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              40,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              41,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              42,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              43,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              44,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              45,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              46,                                0,        0.00000017664723405403637,        0.00000034599423715085255,         0.0000005071208939497731,         0.0000006584486226402833,         0.0000007981567235680578,         0.0000009245495433829796,         0.0000010363805924308482,         0.0000011330458185411208,         0.0000012146138785100423,         0.0000012817365941523405,         0.0000013355026250354073,         0.0000013772826507085258,         0.0000014085928315715866,         0.0000014309869271830985,         0.0000014459778903686472
                              47,                                0,         0.0000058269202341650185,          0.000011414795036930983,          0.000016739467787598195,          0.000021759712179890185,          0.000026428309782643936,          0.000030701847199870326,           0.00003454926044193947,           0.00003795676782419158,           0.00004092846662450214,           0.00004348381547100806,           0.00004565368201800226,            0.0000474762163165288,           0.00004899323748762684,          0.000050247393096087774,           0.00005128010372529098
                              48,                                0,           0.00004370250278422203,           0.00008564148151753115,            0.0001257601295073937,           0.00016396924106371386,             0.000200175934760791,           0.00023431023478744464,              0.00026634518537084,           0.00029630412399954127,           0.00032425671697974026,           0.00035030881001329393,           0.00037459052244007726,            0.0003972452361913571,            0.0004184206358709265,            0.0004382620420865567,            0.0004569078285289456
                              49,                                0,           0.00014901641854482353,            0.0002919256008001154,            0.0004286045189655617,            0.0005589190775375477,            0.0006827728829792563,            0.0008001606429360408,             0.000911191789681339,            0.0010160824340756372,            0.0011151305203159231,             0.001208687045205014,             0.001297130204369571,            0.0013808449588991502,            0.0014602082235786347,             0.001535578924463773,            0.0016072919107355855
                              50,                                0,           0.00037631493518310857,            0.0007366766573986284,            0.0010808996149526905,            0.0014088860258903385,            0.0017207299608229696,             0.002016789380775108,            0.0022976618453357757,             0.002564113768193245,            0.0028170064308663625,            0.0030572364753243737,            0.0032856937622058996,            0.0035032339783210415,            0.0037106622829884105,             0.003908724721961671,             0.004098104906412097
                              51,                                0,             0.003943462792155324,             0.007585322648788857,             0.010942071355929915,             0.014030594957638079,              0.01686945088786243,             0.019478398500801693,             0.021877298132625643,             0.024085207902559757,              0.02611985838989495,             0.027997428704208252,              0.02973251133332206,              0.03133818010897859,             0.032826107361424994,              0.03420669930175044,              0.03548923294403522
                              52,                                0,             0.010461243233125068,              0.01998114800359396,             0.028619586706147677,              0.03644495190829396,              0.04353427573118344,               0.0499656605091901,              0.05581248953258203,              0.06114077592036294,               0.0660085604724107,              0.07046631999993788,              0.07455777189345876,              0.07832076850373071,              0.08178814616017545,               0.0849884790179896,              0.08794672730951157
                              53,                                0,             0.020089328380111782,              0.03804052068070323,              0.05402528887906343,              0.06826526105247299,              0.08099312154029184,              0.09242148366468994,              0.10273240732434122,              0.11207764277364454,              0.12058260008491228,              0.12835097199635284,              0.13546892042242256,              0.14200855074434854,              0.14803069313803882,              0.15358709758614303,              0.15872215955182017
                              54,                                0,              0.03667853376673432,              0.06843262142888934,              0.09592280320457071,               0.1199019312071294,              0.14102603855529913,               0.1598132671444468,              0.17666168574550353,              0.19187689898020643,               0.2056958551984188,               0.2183048621236072,               0.2298526874115444,               0.2404599987948628,              0.25022618786516865,              0.25923434283384317,               0.2675549084221584
                              55,                                0,              0.06654422709346554,              0.12132147042700975,              0.16713184808565057,              0.20628714958001654,              0.24039575150703957,              0.27055281754638527,              0.29751761930631526,              0.32183148765606506,               0.3438919750277178,              0.36399961637123723,              0.38238797732282787,               0.3992434009337008,              0.41471826672432105,              0.42894006439717347,              0.44201770392705697
                              56,                                0,              0.12354991952059637,              0.21871594413612958,               0.2959176787724401,              0.36103761711810767,               0.4173983951825545,               0.4670028249569233,               0.5111408322346598,               0.5506943188669471,               0.5862993324897058,               0.6184371965911037,               0.6474881392427424,                0.673764040229129,               0.6975290071226198,               0.7190125848668828,               0.7384183721742669
                              57,                                0,              0.22491511987942206,               0.3884005806013359,               0.5187240214504095,               0.6273210298630313,               0.7198836740799568,               0.7997280578864129,               0.8690315458650787,               0.9293617393384636,               0.9819290997302427,               1.0277177895528706,               1.0675576976677132,               1.1021660512367417,                1.132172504817437,               1.1581349464944108,               1.1805499817053877
                              58,                                0,              0.21801080186892713,               0.3727524163674537,              0.49786427548037493,               0.6039573635071468,               0.6957755956377758,               0.7759577052583319,               0.8462234776139214,               0.9078350606929114,               0.9618015955180284,               1.0089779553502516,               1.0501149572865243,               1.0858857285971537,               1.1168998855281083,                 1.14371142129812,               1.1668234232678214
                              59,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              60,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              61,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              62,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
