z,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
                              14,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              15,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              16,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              17,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              18,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              19,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              20,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              21,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              22,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              23,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              24,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              25,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              26,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              27,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              28,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              29,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              30,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              31,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              32,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              33,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              34,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              35,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              36,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              37,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              38,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              39,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              40,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              41,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              42,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              43,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              44,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              45,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              46,                                0,         0.0000002219303773936189,        0.00000043711309230733237,         0.0000006424492104698267,         0.0000008325047544626283,         0.0000010007806754710269,         0.0000011411061516604264,         0.0000012487824674927466,         0.0000013211314471782318,          0.000001357473775593847,          0.000001362407328975729,          0.000001362407328975729,          0.000001362407328975729,          0.000001362407328975729,          0.000001362407328975729,          0.000001362407328975729
                              47,                                0,          0.000006650203029344733,          0.000013106957773788632,          0.000019291733344791098,           0.00002507032115288244,          0.000030284032235865043,           0.00003478355499224896,            0.0000384562664104004,           0.00004123890430011353,           0.00004311660130343074,          0.000044193775075254746,           0.00004506767635583607,           0.00004586584507439497,           0.00004659971664811934,           0.00004727825556680675,          0.000047909069114736874
                              48,                                0,            0.0000502291721577731,           0.00009909003953981859,           0.00014628579913884718,            0.0001914023872377313,           0.00023400560947105446,           0.00027373366418141366,           0.00031035556906642783,            0.0003437841023841809,            0.0003740576785031877,            0.0004013252813997747,            0.0004260730011559374,           0.00044879077905482414,           0.00046977861100562176,            0.0004892736132795945,            0.0005074776178147093
                              49,                                0,           0.00016574146775738576,            0.0003268906790326169,           0.00048257925723236775,            0.0006318655680614544,            0.0007739368264725783,            0.0009082696606679873,            0.0010346719823791334,            0.0011532382309234165,            0.0012642733135181331,            0.0013682196104488468,            0.0014656888500957348,            0.0015574562360881864,            0.0016442148618035777,            0.0017265599865219012,            0.0018050101843924196
                              50,                                0,            0.0004186107534813412,            0.0008247514603624712,              0.00121635113783218,            0.0015916369862619979,            0.0019495201570681022,            0.0022897182854843554,            0.0026126021550873695,             0.002918970836674291,            0.0032098615544716973,            0.0034864166197500885,             0.003749822585408605,             0.004001336863978585,             0.004242182749632041,             0.004473466496317858,             0.004696169714425195
                              51,                                0,             0.007594498266309008,             0.014901719008471837,             0.021892733551534753,             0.028551173094598266,              0.03487825620545724,              0.04088842806709439,              0.04660308435551569,             0.052046061747790424,              0.05724109788413901,              0.06221060306058327,              0.06697520803581951,              0.07155400020591876,              0.07596465123933889,               0.0802231179803808,              0.08434357874888852
                              52,                                0,             0.021576594727926623,             0.041940632444104606,              0.06100168338453071,              0.07877286918422192,              0.09534837651830583,              0.11085422838184568,              0.12541786189466536,               0.1391554060956758,               0.1521682040942629,               0.1645432098847674,               0.1763547113001481,              0.18766656945611562,              0.19853446972276725,               0.2090071526684697,              0.21912714534368904
                              53,                                0,              0.04128871260835168,              0.07881988004546109,              0.11261844290562747,              0.14311161497004446,              0.17083583353789705,               0.1962785514917989,              0.21983947296546197,              0.24183600102424496,              0.26251899202711615,              0.28208802334660166,                0.300703666993638,              0.31849688848641317,               0.3355763816218874,              0.35203378599919133,                0.367947041149856
                              54,                                0,               0.0809884630006909,              0.14961355881182437,               0.2078267590477387,              0.25815403057486935,              0.30261693242931503,               0.3426594460671824,               0.3792975351047257,               0.4132563476566097,               0.4450653605750026,               0.4751205762340931,               0.5037249929935511,               0.5311153214730405,               0.5574802132634028,               0.5829729280842761,               0.6077198262081597
                              55,                                0,              0.15550263047159718,              0.27300847790857896,               0.3657292466008909,              0.44282742312675244,               0.5096516413741143,               0.5693736691064772,               0.6239692740570499,               0.6747318893646661,               0.7225457895501803,               0.7680379044293758,               0.8116662213183029,               0.8537735286635095,               0.8946214934715725,               0.9344131797466181,               0.9733081207916743
                              56,                                0,              0.28302641286868313,               0.4684872188133338,               0.6082473064369832,               0.7239696123514231,               0.8254070938964087,               0.9175296435199133,                1.003135242831906,               1.0839208625610517,               1.1609735185373942,               1.2350173590674427,               1.3065477605315239,               1.3759087727400339,               1.4433403032350434,                1.509008358091991,               1.5730252140780072
                              57,                                0,               0.5152579839805443,               0.8246872111284824,                   1.063979026048,               1.2685245767364401,               1.4513181997615938,                1.618305231565646,               1.7726356411610977,               1.9161631349776589,                2.050071101900692,                2.175168698424783,               2.2920449098524873,                2.401154947892224,                2.502871691549781,                2.597517842085423,                2.685386758250619
                              58,                                0,              0.46706238093233166,               0.7315049854794147,               0.9448517638431324,               1.1352084627449897,               1.3113766323676108,               1.4769420251853431,               1.6335956591092946,                1.782202132166017,               1.9232213602395034,               2.0569016552182573,               2.1833788781891346,               2.3027323199211405,                 2.41501865970938,               2.5202938338602197,               2.6186276389765784
                              59,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              60,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              61,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
                              62,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0,                                0
